scope,threshold,n,pos_rate,mean_pnl_R,sum_pnl_R,win_rate,time_rate,mean_pnl_R_not_time,rank_by_mean_pnl,rank_by_sum_pnl
RISK_ON_1,0.5,634,0.6293375394321766,1.6252199052351544,1030.389419919088,0.6782334384858044,0.3249211356466877,1.8326314034088156,10.0,22.0
RISK_ON_1,0.52,581,0.6454388984509466,1.6954274147073218,985.043327944954,0.6987951807228916,0.33390705679862304,1.9418472847273804,9.0,23.0
RISK_ON_1,0.54,515,0.6601941747572816,1.7648551481197428,908.9004012816675,0.7203883495145631,0.3533980582524272,2.0785036059025255,8.0,25.0
RISK_ON_1,0.56,463,0.6673866090712743,1.8026603337215166,834.6317345130622,0.7257019438444925,0.34989200863930886,2.143069524915919,7.0,26.0
RISK_ON_1,0.58,412,0.6820388349514563,1.8886865827252843,778.1388720828171,0.7427184466019418,0.35436893203883496,2.278125124781099,6.0,28.0
RISK_ON_1,0.6,359,0.7019498607242339,1.9775807230719609,709.9514795828339,0.7632311977715878,0.362116991643454,2.4195136733954565,5.0,29.0
RISK_ON_1,0.62,321,0.7040498442367601,2.0052070438658176,643.6714610809274,0.7632398753894081,0.35514018691588783,2.448040435690999,4.0,31.0
RISK_ON_1,0.64,283,0.7137809187279152,2.064621532456443,584.2878936851735,0.7773851590106007,0.35335689045936397,2.549162911965817,3.0,32.0
RISK_ON_1,0.66,240,0.725,2.121076152243454,509.0582765384289,0.7916666666666666,0.36666666666666664,2.653943782005976,2.0,34.0
RISK_ON_1,0.68,206,0.7233009708737864,2.146224732003941,442.1222947928119,0.7912621359223301,0.34951456310679613,2.6268069580533804,1.0,35.0
