year,symbol,major_vs_alt,direction,family_id,definition_id,state,event_count
2023,PF_AGLDUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,6
2023,PF_AGLDUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,9
2023,PF_ALGOUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,8
2023,PF_ALGOUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,12
2023,PF_ALGOUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,654
2023,PF_ALGOUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,1
2023,PF_ALGOUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,1
2023,PF_ALGOUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,3
2023,PF_ALGOUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,8
2023,PF_ALGOUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,735
2023,PF_ALGOUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,1
2023,PF_ALGOUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,3
2023,PF_ALICEUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,137
2023,PF_ALICEUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,160
2023,PF_ANKRUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,348
2023,PF_ANKRUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,388
2023,PF_APEUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,17
2023,PF_APEUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,34
2023,PF_APEUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1736
2023,PF_APEUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,1
2023,PF_APEUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,4
2023,PF_APEUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,1
2023,PF_APEUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,3
2023,PF_APEUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1809
2023,PF_APTUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,8
2023,PF_APTUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,12
2023,PF_APTUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,628
2023,PF_APTUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,5
2023,PF_APTUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,8
2023,PF_APTUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,3
2023,PF_APTUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,6
2023,PF_APTUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,646
2023,PF_APTUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,1
2023,PF_ARBUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,3
2023,PF_ARBUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,3
2023,PF_ARBUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,15
2023,PF_ARBUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,20
2023,PF_ATOMUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,88
2023,PF_ATOMUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,160
2023,PF_ATOMUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2252
2023,PF_ATOMUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,13
2023,PF_ATOMUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,33
2023,PF_ATOMUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,35
2023,PF_ATOMUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,82
2023,PF_ATOMUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2336
2023,PF_ATOMUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,4
2023,PF_ATOMUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,11
2023,PF_AVAXUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,114
2023,PF_AVAXUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,202
2023,PF_AVAXUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2226
2023,PF_AVAXUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,24
2023,PF_AVAXUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,35
2023,PF_AVAXUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,48
2023,PF_AVAXUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,95
2023,PF_AVAXUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2404
2023,PF_AVAXUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,4
2023,PF_AVAXUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,20
2023,PF_AXSUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,14
2023,PF_AXSUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,30
2023,PF_AXSUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1213
2023,PF_AXSUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,5
2023,PF_AXSUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,13
2023,PF_AXSUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,5
2023,PF_AXSUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,5
2023,PF_AXSUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1488
2023,PF_AXSUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,2
2023,PF_AXSUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,3
2023,PF_BANDUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,260
2023,PF_BANDUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,277
2023,PF_BATUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,213
2023,PF_BATUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,237
2023,PF_BCHUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,98
2023,PF_BCHUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,226
2023,PF_BCHUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2887
2023,PF_BCHUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,11
2023,PF_BCHUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,33
2023,PF_BCHUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,94
2023,PF_BCHUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,246
2023,PF_BCHUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2791
2023,PF_BCHUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,14
2023,PF_BCHUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,29
2023,PF_BLURUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,21
2023,PF_BLURUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,20
2023,PF_BLURUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,811
2023,PF_BLURUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,6
2023,PF_BLURUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,11
2023,PF_BLURUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,9
2023,PF_BLURUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,20
2023,PF_BLURUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,799
2023,PF_BLURUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,4
2023,PF_BLURUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,8
2023,PF_BNBUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,3
2023,PF_BNBUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,8
2023,PF_CFXUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2
2023,PF_CFXUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,5
2023,PF_CHZUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,337
2023,PF_CHZUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,380
2023,PF_COMPUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,418
2023,PF_COMPUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,393
2023,PF_CRVUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,57
2023,PF_CRVUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,80
2023,PF_CRVUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2523
2023,PF_CRVUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,6
2023,PF_CRVUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,5
2023,PF_CRVUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,25
2023,PF_CRVUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,54
2023,PF_CRVUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2659
2023,PF_CRVUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,1
2023,PF_CRVUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,6
2023,PF_CVXUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1
2023,PF_DASHUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,291
2023,PF_DASHUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,314
2023,PF_DOGEUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,122
2023,PF_DOGEUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,228
2023,PF_DOGEUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2977
2023,PF_DOGEUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,15
2023,PF_DOGEUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,32
2023,PF_DOGEUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,40
2023,PF_DOGEUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,105
2023,PF_DOGEUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2826
2023,PF_DOGEUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,1
2023,PF_DOGEUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,10
2023,PF_DOTUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,88
2023,PF_DOTUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,155
2023,PF_DOTUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2004
2023,PF_DOTUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,14
2023,PF_DOTUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,31
2023,PF_DOTUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,43
2023,PF_DOTUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,94
2023,PF_DOTUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2053
2023,PF_DOTUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,6
2023,PF_DOTUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,13
2023,PF_DYDXUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,19
2023,PF_DYDXUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,26
2023,PF_DYDXUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,617
2023,PF_DYDXUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,2
2023,PF_DYDXUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,9
2023,PF_DYDXUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,5
2023,PF_DYDXUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,10
2023,PF_DYDXUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,749
2023,PF_DYDXUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,1
2023,PF_DYDXUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,2
2023,PF_EGLDUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,443
2023,PF_EGLDUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,430
2023,PF_ENSUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,477
2023,PF_ENSUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,717
2023,PF_ETCUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,334
2023,PF_ETCUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,436
2023,PF_ETHUSD,major,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,42
2023,PF_ETHUSD,major,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,115
2023,PF_ETHUSD,major,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,3369
2023,PF_ETHUSD,major,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,8
2023,PF_ETHUSD,major,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,26
2023,PF_ETHUSD,major,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,23
2023,PF_ETHUSD,major,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,44
2023,PF_ETHUSD,major,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2789
2023,PF_ETHUSD,major,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,2
2023,PF_ETHUSD,major,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,4
2023,PF_ETHWUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,141
2023,PF_ETHWUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,154
2023,PF_FETUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,11
2023,PF_FETUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,9
2023,PF_FILUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,84
2023,PF_FILUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,109
2023,PF_FILUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1355
2023,PF_FILUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,13
2023,PF_FILUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,27
2023,PF_FILUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,35
2023,PF_FILUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,58
2023,PF_FILUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1296
2023,PF_FILUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,3
2023,PF_FILUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,8
2023,PF_FLOWUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,241
2023,PF_FLOWUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,264
2023,PF_FLRUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,315
2023,PF_FLRUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,292
2023,PF_GALAUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,43
2023,PF_GALAUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,59
2023,PF_GALAUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1002
2023,PF_GALAUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,6
2023,PF_GALAUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,10
2023,PF_GALAUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,18
2023,PF_GALAUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,30
2023,PF_GALAUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1040
2023,PF_GALAUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,2
2023,PF_GALAUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,5
2023,PF_GMTUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,12
2023,PF_GMTUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,7
2023,PF_GMTUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,497
2023,PF_GMTUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,2
2023,PF_GMTUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,3
2023,PF_GMTUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,586
2023,PF_GMTUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,1
2023,PF_GMTUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,2
2023,PF_GMXUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,5
2023,PF_GMXUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,3
2023,PF_GRTUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,15
2023,PF_GRTUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,19
2023,PF_GRTUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,699
2023,PF_GRTUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,4
2023,PF_GRTUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,8
2023,PF_GRTUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,695
2023,PF_GRTUSD,alt,positive,KDA02,kda02_robust_active_purge,active_liquidation_purge,1
2023,PF_GRTUSD,alt,positive,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,1
2023,PF_HFTUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1
2023,PF_HFTUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,3
2023,PF_ICPUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,429
2023,PF_ICPUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,483
2023,PF_ICXUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,426
2023,PF_ICXUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,372
2023,PF_IMXUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,9
2023,PF_IMXUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,16
2023,PF_IMXUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,728
2023,PF_IMXUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,1
2023,PF_IMXUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,1
2023,PF_IMXUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,3
2023,PF_IMXUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,9
2023,PF_IMXUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,805
2023,PF_INJUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,1
2023,PF_INJUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,2
2023,PF_INJUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,18
2023,PF_INJUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,1
2023,PF_INJUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,25
2023,PF_JASMYUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,1
2023,PF_KAVAUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,6
2023,PF_KAVAUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,5
2023,PF_KAVAUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,612
2023,PF_KAVAUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,8
2023,PF_KAVAUSD,alt,positive,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,7
2023,PF_KAVAUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,656
2023,PF_KSMUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,404
2023,PF_KSMUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,396
2023,PF_LDOUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,13
2023,PF_LDOUSD,alt,positive,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,7
2023,PF_LINKUSD,alt,negative,KDA02,kda02_primary_active_purge,active_liquidation_purge,87
2023,PF_LINKUSD,alt,negative,KDA02,kda02_primary_completed,completed_purge_reclaim_or_failure,159
2023,PF_LINKUSD,alt,negative,KDA02,kda02_primary_oi_vacuum,OI_vacuum_with_modest_price_displacement,2911
2023,PF_LINKUSD,alt,negative,KDA02,kda02_robust_active_purge,active_liquidation_purge,22
2023,PF_LINKUSD,alt,negative,KDA02,kda02_robust_completed,completed_purge_reclaim_or_failure,35
2023,PF_LINKUSD,alt,positive,KDA02,kda02_primary_active_purge,active_liquidation_purge,43
