feature,slice,state,n_bin0,n_bin9,mean_pnl_R_bin0,mean_pnl_R_bin9,delta_mean_pnl_R,time_rate_bin0,time_rate_bin9,delta_time_rate,mean_pnl_R_not_time_bin0,mean_pnl_R_not_time_bin9,delta_mean_pnl_R_not_time,spearman_pnl_R,spearman_time_rate,rank_abs_delta_pnl,rank_pnl_minus_time
btc_oi_z_7d,ALL,0,815,815,0.2178592298345801,-0.0030345523749356184,-0.2208937822095157,0.22699386503067484,0.19141104294478528,-0.03558282208588956,0.013992302173055408,-0.21253709782011565,-0.22652939999317107,-0.6363636363636362,-0.3939393939393939,0.2208937822095157,-0.20310237116657093
asset_macd_hist_1h,S1_regime_code_1d,3,424,433,-0.08367378662037284,0.13431413738176287,0.2179879240021357,0.22169811320754718,0.15935334872979215,-0.06234476447775503,-0.37490919079089186,-0.030535935991758027,0.34437325479913383,0.7818181818181817,-0.7212121212121211,0.2179879240021357,0.2491603062410132
markov_prob_up_4h,risk_on,0,688,548,-0.2953969918076543,-0.07914245863347519,0.2162545331741791,0.1119186046511628,0.18613138686131386,0.07421278221015107,-0.4213252252451663,-0.2908800894619648,0.1304451357832015,0.10303030303030303,0.5636363636363636,0.2162545331741791,0.17914814206910357
eth_macd_signal_4h,S1_regime_code_1d,3,400,292,-0.3191288522676918,-0.10333529698356408,0.2157935552841277,0.155,0.1917808219178082,0.03678082191780821,-0.493787050938426,-0.36643958366754104,0.12734746727088497,0.4666666666666666,0.309090909090909,0.2157935552841277,0.1974031443252236
eth_macd_hist_slope_1h,S5_btcRisk_x_regimeUp,5,231,211,0.21239398108319885,0.4261209434162798,0.21372696233308097,0.20346320346320346,0.27488151658767773,0.07141831312447428,0.03375590733340018,0.18327712153906844,0.14952121420566827,0.0,0.6,0.21372696233308097,0.17801780577084383
eth_macd_hist_slope_1h,risk_on,1,231,211,0.21239398108319885,0.4261209434162798,0.21372696233308097,0.20346320346320346,0.27488151658767773,0.07141831312447428,0.03375590733340018,0.18327712153906844,0.14952121420566827,0.0,0.6,0.21372696233308097,0.17801780577084383
eth_macd_hist_4h,risk_on,0,815,347,0.027054998718089283,-0.1839916760736049,-0.21104667479169417,0.2085889570552147,0.1729106628242075,-0.03567829423100721,-0.18973657387484494,-0.37443087285271426,-0.18469429897786932,0.006060606060606061,-0.49090909090909085,0.21104667479169417,-0.19320752767619057
days_since_prev_break,S3_funding_x_oi,6,267,256,-0.006245094513326534,-0.2147084104694401,-0.20846331595611356,0.1647940074906367,0.1640625,-0.0007315074906366903,-0.20408686504713452,-0.4234517966409144,-0.2193649315937799,-0.49999999999999994,-0.09999999999999999,0.20846331595611356,-0.20809756221079523
btc_oi_z_7d,S1_regime_code_1d,3,338,311,-0.04641735816630757,-0.25015892178176186,-0.20374156361545429,0.1834319526627219,0.16720257234726688,-0.01622938031545501,-0.1726178934519343,-0.47515654755897274,-0.30253865410703845,-0.7454545454545454,-0.5878787878787878,0.20374156361545429,-0.19562687345772678
days_since_prev_break,ALL,0,1290,808,0.08333297717441922,-0.11798276933839254,-0.20131574651281176,0.14883720930232558,0.2004950495049505,0.05165784020262493,-0.062118911857757975,-0.3592277111096027,-0.29710879925184475,-0.8285714285714287,0.7714285714285715,0.20131574651281176,-0.22714466661412422
gap_from_1d_ma,ALL,0,815,815,-0.0693933763802018,0.12728548099729378,0.19667885737749558,0.28343558282208586,0.1116564417177914,-0.17177914110429446,-0.36173782895000706,0.0330550702043653,0.3947928991543724,0.7818181818181817,-0.9057792600832962,0.19667885737749558,0.2825684279296428
asset_macd_line_1h,ALL,0,815,815,-0.11969293796570962,0.07534962975466548,0.1950425677203751,0.22085889570552147,0.18404907975460122,-0.036809815950920255,-0.38911226406579136,-0.16047007849600164,0.2286421855697897,0.23636363636363633,0.16363636363636364,0.1950425677203751,0.21344747569583522
asset_macd_slope_1h,ALL,0,815,815,-0.03133900394451004,0.16308031604254933,0.19441931998705936,0.21226993865030674,0.20613496932515338,-0.006134969325153367,-0.2888543617564141,-0.03192105361680252,0.25693330813961157,0.6969696969696969,-0.20060882941442132,0.19441931998705936,0.19748680464963603
eth_vol_regime_level,risk_on,0,393,812,-0.15438850918807495,0.0388856302240836,0.19327413941215854,0.13231552162849872,0.1958128078817734,0.06349728625327469,-0.31716777335909513,-0.12875965939728237,0.18840811396181276,0.2727272727272727,0.33333333333333326,0.19327413941215854,0.1615254962855212
