model,fold,target,train_n,test_n,t_test_start,t_test_end,slice,state,n,pos_rate,auc,avg_precision,logloss,brier,accuracy@0.5,precision@0.5,recall@0.5,mean_pnl_R,top10_n,top10_mean_pnl_R,top10_winrate,top10_timerate
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S3_funding_x_oi,6,528.0,0.23674242424242425,0.72960794044665,0.43605112747684216,0.6103447921190605,0.2107987790785209,0.6856060606060606,0.4,0.656,-0.10372127633405198,52.0,1.1151437927281889,0.5769230769230769,0.2692307692307692
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S4_crowd_x_trend1d,2,749.0,0.21762349799732977,0.7561820808643396,0.483401051000436,0.5440007296314443,0.18280235009127224,0.7316421895861148,0.42016806722689076,0.6134969325153374,-0.1569727796728592,74.0,1.306676471241342,0.6351351351351351,0.33783783783783783
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S4_crowd_x_trend1d,3,1129.0,0.2816651904340124,0.7202963962496802,0.4877973300260269,0.6615895477958009,0.2311818230219984,0.6359610274579274,0.41621621621621624,0.7264150943396226,0.10265233297433837,112.0,1.4187069212190184,0.6339285714285714,0.29464285714285715
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S5_btcRisk_x_regimeUp,7,476.0,0.17857142857142858,0.7301338949902212,0.4045978548279548,0.4888910912425485,0.16211627845795304,0.7626050420168067,0.3627450980392157,0.43529411764705883,-0.34191752322197727,47.0,0.22639722009910382,0.3617021276595745,0.2553191489361702
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S5_btcRisk_x_regimeUp,6,401.0,0.2793017456359102,0.684997528423134,0.4085183088402414,0.6141437213738993,0.2117998879644813,0.6807980049875312,0.44366197183098594,0.5625,0.1418999648729175,40.0,1.346548376544002,0.625,0.35
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S5_btcRisk_x_regimeUp,4,286.0,0.14685314685314685,0.7378024980483997,0.35885820377148947,0.5776499237969178,0.1987625529391992,0.6853146853146853,0.27358490566037735,0.6904761904761905,-0.45859289102412254,28.0,0.5842239184615224,0.39285714285714285,0.10714285714285714
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S5_btcRisk_x_regimeUp,5,439.0,0.2619589977220957,0.7807300053676866,0.5494751607518762,0.7489035286377764,0.26376138697745666,0.5854214123006833,0.3754646840148699,0.8782608695652174,0.08243659182477575,43.0,1.615058061379703,0.6511627906976745,0.27906976744186046
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S5_btcRisk_x_regimeUp,0,243.0,0.48559670781893005,0.715864406779661,0.6605288416322026,0.6458059100474601,0.22351728905348855,0.6460905349794238,0.6025641025641025,0.7966101694915254,0.8242789694511308,24.0,1.9010046268660457,0.7083333333333334,0.375
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S6_fresh_x_compress,2,449.0,0.2516703786191537,0.797408343868521,0.6032012452122132,0.5495539774165573,0.1855953832950284,0.7260579064587973,0.4715909090909091,0.7345132743362832,0.028062023028387298,44.0,2.1793355175671376,0.75,0.25
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S6_fresh_x_compress,0,336.0,0.25297619047619047,0.7060229669557064,0.43243639667731715,0.6828551424814415,0.24044745695378353,0.625,0.3772455089820359,0.7411764705882353,0.003356822318600852,33.0,0.9570282740757243,0.5151515151515151,0.2727272727272727
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S6_fresh_x_compress,1,401.0,0.26932668329177056,0.7420996081405639,0.47367440563749685,0.6333242544759764,0.2188154316178147,0.6683291770573566,0.43315508021390375,0.75,0.04310209018613153,40.0,1.5697957828944815,0.725,0.4
logreg,3,y_good_05,9327,1878,2024-09-22 00:00:00+00:00,2024-12-04 00:05:00+00:00,S6_fresh_x_compress,8,219.0,0.273972602739726,0.6963312368972746,0.44034386874606773,0.6503560526391661,0.22507963505894393,0.6301369863013698,0.3917525773195876,0.6333333333333333,0.03608734051109284,21.0,0.9977009293040647,0.5714285714285714,0.2857142857142857
