time,open,high,low,close,volume,source_url,venue_symbol,chunk_start_utc,chunk_end_utc,resolution,historical_backfill,rankable_pre_holdout,contains_protected_period
1767165300000,2972.53041174631,2972.57456425874,2969.81028033423,2969.82135098089,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767165600000,2969.82135098089,2971.12386426922,2968.00420837495,2970.67947882373,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767165900000,2970.67947882373,2973.22231784608,2970.67947882373,2972.13009739535,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767166200000,2972.13009739535,2972.88300895669,2969.92216295442,2970.78352085643,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767166500000,2970.78352085643,2973.66807835695,2970.78352085643,2972.70732285384,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767166800000,2972.70732285384,2973.59253387659,2972.67536746025,2973.22193308829,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767167100000,2973.22193308829,2974.1495227578,2972.14765149143,2972.65658244736,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767167400000,2972.65658244736,2974.26066092393,2972.11754175102,2973.19037434353,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767167700000,2973.19037434353,2974.21191727728,2973.1328133704,2974.12889452757,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767168000000,2974.12889452757,2976.97423373588,2973.64869002889,2975.16560111042,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767168300000,2975.16560111042,2976.78209947887,2974.47364848151,2975.9030330297,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767168600000,2975.9030330297,2976.67995107789,2973.00800195819,2975.21540790452,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767168900000,2975.21540790452,2975.30460385295,2972.55474733902,2973.84876293358,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767169200000,2973.84876293358,2974.79621964589,2973.07098137506,2973.10059547989,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767169500000,2973.10059547989,2974.17311207004,2972.57047209821,2974.13792225408,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767169800000,2974.13792225408,2974.25387085374,2971.16884214144,2971.36946357592,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767170100000,2971.36946357592,2971.44605109972,2966.56140586372,2966.95979067449,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767170400000,2966.95979067449,2967.34137017057,2960.78963912875,2964.36633264506,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767170700000,2964.36633264506,2965.85881332615,2962.15675487871,2965.12039846651,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767171000000,2965.12039846651,2967.03438443194,2963.77965073918,2966.60610524703,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767171300000,2966.60610524703,2966.72147799326,2966.13392204155,2966.52844099885,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767171600000,2966.52844099885,2970.17292884639,2966.26962457,2969.78891965204,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767171900000,2969.78891965204,2971.52880212527,2967.53811680344,2971.52880212527,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767172200000,2971.52880212527,2971.64015973247,2968.23648801385,2970.91752118499,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767172500000,2970.91752118499,2971.95186958908,2970.27851873632,2970.62110636985,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767172800000,2970.62110636985,2971.29654052016,2969.86633987592,2969.88290840443,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767173100000,2969.88290840443,2970.9013896914,2969.72199372334,2970.58949279297,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767173400000,2970.58949279297,2970.8124362202,2969.72577628314,2969.72577628314,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767173700000,2969.72577628314,2973.66019466739,2969.56404413591,2972.22190334065,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767174000000,2972.22190334065,2972.77093303354,2971.49207978662,2972.56300956484,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767174300000,2972.56300956484,2973.79471756714,2972.48623882799,2972.56081071184,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767174600000,2972.56081071184,2974.4473440967,2972.49976891674,2974.29567091627,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767174900000,2974.29567091627,2974.64347790883,2973.40846737798,2973.4575345634,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767175200000,2973.4575345634,2974.43600034745,2973.34627768629,2973.45516190993,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767175500000,2973.45516190993,2975.48086923455,2973.2421789886,2975.03204757522,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
1767175800000,2975.03204757522,2977.62530667367,2975.03204757522,2975.98022961748,0,https://futures.kraken.com/api/charts/v1/mark/PF_ETHUSD/5m?from=1767139200&to=1767225599,PF_ETHUSD,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,5m,True,True,False
