branch_id,attempt,parent_direction,trade_direction,year,symbol,event_count
robustness_negative_completed_failure,robustness,-1,1,2024,PF_ICPUSD,67
robustness_negative_completed_failure,robustness,-1,1,2024,PF_IMXUSD,83
robustness_negative_completed_failure,robustness,-1,1,2024,PF_INJUSD,27
robustness_negative_completed_failure,robustness,-1,1,2024,PF_JUPUSD,37
robustness_negative_completed_failure,robustness,-1,1,2024,PF_KASUSD,52
robustness_negative_completed_failure,robustness,-1,1,2024,PF_LDOUSD,109
robustness_negative_completed_failure,robustness,-1,1,2024,PF_LINKUSD,48
robustness_negative_completed_failure,robustness,-1,1,2024,PF_LPTUSD,9
robustness_negative_completed_failure,robustness,-1,1,2024,PF_LTCUSD,140
robustness_negative_completed_failure,robustness,-1,1,2024,PF_NEARUSD,46
robustness_negative_completed_failure,robustness,-1,1,2024,PF_ONDOUSD,2
robustness_negative_completed_failure,robustness,-1,1,2024,PF_OPUSD,29
robustness_negative_completed_failure,robustness,-1,1,2024,PF_ORDIUSD,49
robustness_negative_completed_failure,robustness,-1,1,2024,PF_PEPEUSD,104
robustness_negative_completed_failure,robustness,-1,1,2024,PF_RUNEUSD,73
robustness_negative_completed_failure,robustness,-1,1,2024,PF_SEIUSD,31
robustness_negative_completed_failure,robustness,-1,1,2024,PF_SHIBUSD,53
robustness_negative_completed_failure,robustness,-1,1,2024,PF_SNXUSD,49
robustness_negative_completed_failure,robustness,-1,1,2024,PF_SOLUSD,75
robustness_negative_completed_failure,robustness,-1,1,2024,PF_STRKUSD,48
robustness_negative_completed_failure,robustness,-1,1,2024,PF_STXUSD,9
robustness_negative_completed_failure,robustness,-1,1,2024,PF_SUIUSD,51
robustness_negative_completed_failure,robustness,-1,1,2024,PF_THETAUSD,3
robustness_negative_completed_failure,robustness,-1,1,2024,PF_TIAUSD,62
robustness_negative_completed_failure,robustness,-1,1,2024,PF_TRXUSD,5
robustness_negative_completed_failure,robustness,-1,1,2024,PF_UNIUSD,102
robustness_negative_completed_failure,robustness,-1,1,2024,PF_WIFUSD,95
robustness_negative_completed_failure,robustness,-1,1,2024,PF_WLDUSD,91
robustness_negative_completed_failure,robustness,-1,1,2024,PF_WUSD,30
robustness_negative_completed_failure,robustness,-1,1,2024,PF_XBTUSD,72
