feature,scope,month,mean_bin0,mean_bin9,delta_mean_pnl_R
rsi_1h,ALL,2023-08,-1.0412302547337868,1.1173467622843085,2.1585770170180956
rsi_1h,ALL,2023-09,-0.4165180517212711,-0.5478034483649936,-0.13128539664372252
rsi_1h,ALL,2023-10,-0.22403199240609156,0.3321508035941152,0.5561827960002068
rsi_1h,ALL,2023-11,-0.11749526745010426,0.4338047762814532,0.5513000437315575
rsi_1h,ALL,2023-12,-0.1372980031743168,0.792812993848076,0.9301109970223929
rsi_1h,ALL,2024-01,-0.22297826456599235,-0.07503376558420567,0.1479444989817867
rsi_1h,ALL,2024-02,0.20285668624538994,0.5005394059528548,0.2976827197074649
rsi_1h,ALL,2024-03,0.0648969096729324,-0.24568983538592767,-0.3105867450588601
rsi_1h,ALL,2024-04,-0.04438171019979402,-0.6792486483873479,-0.6348669381875539
rsi_1h,ALL,2024-05,-1.0146230061474026,-0.45755464551463504,0.5570683606327675
rsi_1h,ALL,2024-06,-1.0107916219401902,-0.9306894933436691,0.0801021285965211
rsi_1h,ALL,2024-07,-0.7057943105957593,0.5467677795748691,1.2525620901706285
rsi_1h,ALL,2024-08,-0.8815952913806415,-0.45773837127339384,0.4238569201072477
rsi_1h,ALL,2024-09,-0.22578321025715284,3.1957976163987004e-05,0.22581516823331682
rsi_1h,ALL,2024-10,-0.5969386639292797,0.23902377164271502,0.8359624355719948
rsi_1h,ALL,2024-11,0.026658954942472543,1.006718916709887,0.9800599617674144
rsi_1h,ALL,2024-12,-0.031449502038588956,0.7666172189159287,0.7980667209545177
rsi_1h,ALL,2025-01,-1.198248446345277,-0.4936094108397701,0.7046390355055068
rsi_1h,ALL,2025-02,-1.052066016488046,-0.23037220604272937,0.8216938104453166
rsi_1h,ALL,2025-03,-0.48349195211878077,-0.3969686215771883,0.08652333054159245
rsi_1h,ALL,2025-04,0.127688850951809,0.548930855357508,0.4212420044056989
rsi_1h,ALL,2025-05,-0.902293516343768,1.3678779365367764,2.270171452880544
rsi_1h,ALL,2025-06,-0.17152670949417945,0.2516875494243144,0.42321425891849385
rsi_1h,ALL,2025-07,0.11442490294057393,0.706811955540286,0.592387052599712
rsi_1h,ALL,2025-08,-0.4783521913285947,-0.14155690811911315,0.33679528320948154
rsi_1h,ALL,2025-09,-0.5035033102967644,0.04752870582062874,0.5510320161173932
rsi_1h,ALL,2025-10,0.4913185934679016,0.850840248603833,0.35952165513593143
rsi_1h,ALL,2025-11,-0.7099146680615918,0.6319047924591831,1.341819460520775
rv_3d,ALL,2023-01,-1.0542391546719134,-0.07644257618362646,0.9777965784882869
rv_3d,ALL,2023-02,-1.0522100892424024,-0.2417357540771684,0.810474335165234
rv_3d,ALL,2023-03,-0.19041914286357747,0.6320549133562513,0.8224740562198287
rv_3d,ALL,2023-04,-1.3789784562922276,-0.6169734667867912,0.7620049895054364
rv_3d,ALL,2023-05,0.030507917923741853,-1.00821486178951,-1.0387227797132517
rv_3d,ALL,2023-06,-0.3356967264583621,-1.0068731610123,-0.6711764345539379
rv_3d,ALL,2023-07,-0.9468092103267248,-0.7759678131179435,0.17084139720878133
rv_3d,ALL,2023-08,-0.28993828805257504,-0.973943985989129,-0.684005697936554
rv_3d,ALL,2023-09,-0.39477510540925836,-0.7441665430550121,-0.3493914376457537
rv_3d,ALL,2023-10,-0.34028076129169743,0.3435418324576756,0.683822593749373
rv_3d,ALL,2023-11,0.44732455137999066,-0.03888415647218413,-0.4862087078521748
rv_3d,ALL,2023-12,0.7174545799504026,0.17845018166936175,-0.5390043982810409
rv_3d,ALL,2024-01,-1.052616106169762,-0.6295119176769214,0.4231041884928407
rv_3d,ALL,2024-02,0.27894637033242653,0.42793633865152436,0.14898996831909783
rv_3d,ALL,2024-03,-0.3950294314904415,0.15792733056545732,0.5529567620558988
rv_3d,ALL,2024-04,0.3408134091941466,-0.2912003347970019,-0.6320137439911485
rv_3d,ALL,2024-05,-1.250963982620638,-0.2094401034074983,1.0415238792131398
